0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.511408293802364744e-02,2.301127262924816397e-01,3.268815707780568097e-02,-9.699761634509937447e-02,-5.454121188936280479e-02,-1.082641445100307465e-02,-1.082641445100307465e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.841997062896980730e-02,4.332483633987459504e-01,6.517753983464311673e-01,7.745570376515390487e-01,1.875339706154430519e-01,-4.892390978102589827e-02,-3.566200570294669747e-02,-1.082641445100307465e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.653095391378098800e-01,4.528176140843653275e-01,7.682588907725670380e-01,1.021389712670854211e+00,1.017147678874579020e+00,7.283187853281988255e-01,1.547087822292073367e-01,-1.856653990552705955e-02,-1.082641445100307465e-02
0.000000000000000000e+00,0.000000000000000000e+00,6.901647798424842550e-02,5.031965570926082432e-01,7.550494105354242924e-01,7.478979756434755988e-01,9.768151882159359367e-01,7.012604431450073506e-01,9.568715109471597202e-01,2.711296018943482045e-01,8.242812949944940820e-03,-1.082641445100307465e-02
0.000000000000000000e+00,1.390234663644257518e-02,3.834948776034163842e-01,6.433616481867491244e-01,6.434547543160470395e-01,4.659731492546259068e-01,3.265538504493294969e-01,1.794991811116536384e-01,8.522901645039812069e-01,3.828888599523433967e-01,8.044015148691105455e-02,-1.082641445100307465e-02
0.000000000000000000e+00,2.125561465454452181e-01,6.843854029900304781e-01,4.013859995147761595e-01,3.101292119562333860e-01,1.228223291864874167e-01,1.780645439729970289e-03,-1.082641445100307465e-02,8.432922146337874514e-01,4.693893187186297666e-01,1.555745719694623663e-01,-1.082641445100307465e-02
-1.082641445100307465e-02,5.356003268603601875e-01,6.238599602498259289e-01,2.937443356778399739e-01,9.245137136210414275e-02,-1.082641445100307465e-02,-8.291579468869695116e-03,1.346599655189350542e-01,7.166957438795589219e-01,3.749402640643072493e-01,2.174060049667662364e-01,-1.082641445100307465e-02
-1.082641445100307465e-02,6.744218965006224531e-01,4.233679260547253964e-01,2.228187806539091709e-01,2.148066804397340962e-03,3.045518382945481412e-02,1.444064239295674290e-01,3.683206201403164681e-01,4.582376360089756573e-01,3.548862928707225417e-01,1.179507203034910745e-01,-1.082641445100307465e-02
-1.082641445100307465e-02,6.777361668061977484e-01,5.640436732155434951e-01,2.346001812640358120e-01,9.203908019790460471e-02,2.376068870299587188e-01,4.201022828691730049e-01,5.009462912000862689e-01,2.932977442757463971e-01,1.521197235832611738e-01,-7.529370599955904908e-03,-1.082641445100307465e-02
-1.082641445100307465e-02,5.544470193996733354e-01,9.434287392406488504e-01,8.481555636351305605e-01,6.785595262605769173e-01,6.597759268958777179e-01,5.877677610837946931e-01,3.291125130346592709e-01,1.104998666537451019e-01,-1.082641445100307465e-02,-1.082641445100307465e-02,-1.082641445100307465e-02
-1.082641445100307465e-02,2.164447979745912076e-01,6.319516435922946096e-01,8.866018349633497664e-01,8.016033391742145575e-01,4.799046508420040658e-01,1.947603054929013533e-01,4.818248016138871465e-02,-1.082641445100307465e-02,-1.082641445100307465e-02,-1.082641445100307465e-02,-1.082641445100307465e-02
-1.082641445100307465e-02,-1.223608011416360206e-03,9.391849469758717373e-02,1.835771906061792191e-01,1.559786593504980390e-01,6.077653804392207926e-02,-9.108236669471450955e-03,-1.082641445100307465e-02,-1.082641445100307465e-02,-1.082641445100307465e-02,-1.082641445100307465e-02,-1.082641445100307465e-02
