7.651626318693161011e-02,7.651626318693161011e-02,7.651626318693161011e-02,7.651626318693161011e-02,7.651626318693161011e-02,1.234925870363618866e-01,-2.861383405532322288e-01,-6.639409448805391190e-01,-1.788930964528345768e-02,1.309397354685500614e-01,7.651626318693161011e-02,7.651626318693161011e-02
7.651626318693161011e-02,7.651626318693161011e-02,7.651626318693161011e-02,7.937749767420339275e-02,1.139003289680854958e-01,0.000000000000000000e+00,-2.048946624366091651e+00,-1.345418150522107226e+00,1.432365819738775359e-01,5.029368489250247709e-01,8.745699071270578162e-02,7.651626318693161011e-02
7.651626318693161011e-02,7.651626318693161011e-02,7.651626318693161011e-02,1.068867196493289151e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.782261545258555957e+00,-3.669865452994903188e-01,-3.215715928989310024e-02,5.916335458885514376e-01,4.017811055276908072e-01,7.651626318693161011e-02
7.651626318693161011e-02,7.651626318693161011e-02,1.061818108546967593e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.588184700292701312e-01,3.290967275552890703e-01,-5.845939889842388659e-01,2.267817385494710625e-01,7.685530983203767708e-01,7.651626318693161011e-02
7.651626318693161011e-02,9.206885486549022668e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.127810806211303030e+00,3.882033457358678441e-01,6.692682669151063246e-01,-1.229914944107626029e+00,-1.059254988545880849e+00,9.822141651429382447e-01,7.651626318693161011e-02
7.651626318693161011e-02,7.841568834641399199e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.403163278351227339e+00,7.000104523464746320e-01,2.139623329043388311e-01,7.651626318693161011e-02,-1.708706055362435139e+00,-1.476069877793391827e+00,1.430017666168072354e+00,7.651626318693161011e-02
7.651626318693161011e-02,-3.698181387840532297e-01,-2.493186363680105710e+00,9.651014769632437762e-01,8.608460146130301194e-01,7.651626318693161011e-02,7.851912732802185380e-02,8.126182589753003227e-02,-2.007193243105476199e+00,-8.676368798110999370e-01,1.594727172823074968e+00,7.651626318693161011e-02
7.651626318693161011e-02,-7.622913281999380564e-01,-1.863331997350734959e+00,1.575888395495712357e+00,2.443312303984866429e-01,1.091343363418298684e-01,-2.748568880499577261e-02,-1.098619406677636468e+00,-1.881335316003099445e+00,1.025368663420279880e+00,8.787461860799321567e-01,7.651626318693161011e-02
7.651626318693161011e-02,-7.758595620592434461e-01,-1.685974788753425546e+00,1.071685376573426884e+00,-1.354073025286197662e-01,-7.049439686441829611e-01,-1.514840866625309257e+00,-1.450410760603114690e+00,8.896178763286740621e-01,8.684003913227249516e-01,1.630504147971377771e-01,7.651626318693161011e-02
7.651626318693161011e-02,-7.317571409631008494e-01,-1.820382262751752522e+00,-2.394711027433183426e-01,-1.149832017237649495e+00,-1.488827818617516785e+00,-4.287756340505153307e-01,1.064377867006788048e+00,8.161260490616162322e-01,7.651626318693161011e-02,7.651626318693161011e-02,7.651626318693161011e-02
7.651626318693161011e-02,-3.399399455563694716e-01,-1.062105273060939048e+00,-5.707287636165525591e-01,1.382451190375816319e-02,8.290626401264292733e-01,1.139892549403742184e+00,4.511684558263011624e-01,7.651626318693161011e-02,7.651626318693161011e-02,7.651626318693161011e-02,7.651626318693161011e-02
7.651626318693161011e-02,5.144944509454801862e-02,-2.405926892278241191e-01,-4.493468342458498133e-02,6.444305393333529253e-01,5.481560166267788192e-01,1.216115252936587621e-01,7.651626318693161011e-02,7.651626318693161011e-02,7.651626318693161011e-02,7.651626318693161011e-02,7.651626318693161011e-02
